meal_id,user_id,meal_type,meal_time,carbs (g),protein (g),fat (g),fiber (g),sugar (g)
U4_D6_Lunch,4,Lunch,12:30:00,21.886075510062053,38.61560607602379,10.318206897490647,,14.559959894680988
U4_D6_Dinner,4,Dinner,19:30:00,61.08875235020565,21.6873027504097,21.02353785844549,13.451889974442388,23.185149970734855
U4_D6_Snack,4,Snack,18:00:00,89.50977804739222,15.304308111321944,11.695087670344659,12.18902474843878,23.179182221716538
U4_D7_Breakfast,4,Breakfast,09:00:00,24.121549495458964,37.27281754728068,12.326244119471475,4.140990088060241,14.317533059052582
U4_D7_Lunch,4,Lunch,14:00:00,30.564393268604313,21.518872222226364,8.91074535932579,10.1888179153985,17.442236614112204
U4_D7_Dinner,4,Dinner,20:30:00,28.620812535255638,14.229238797946751,14.043428679857392,7.754054401281866,14.289828291748648
U4_D7_Snack,4,Snack,18:00:00,95.47362742210433,,17.80274976088979,13.30802856845158,8.390041303033106
U4_D8_Breakfast,4,Breakfast,03:00:00,38.84409346749854,28.656426237692504,18.116410483421845,12.133406350308281,12.48931495057143
U4_D8_Lunch,4,Lunch,13:00:00,45.30755437853653,,10.86438966939054,,20.560865292467348
U4_D8_Dinner,4,Dinner,20:30:00,93.93773181841394,,9.191707588936936,8.970924558165056,21.52747239066702
U4_D8_Snack,4,Snack,21:30:00,,11.19020615464557,5.8888473149403815,5.496480725749086,13.35431068980311
U4_D9_Breakfast,4,Breakfast,09:00:00,61.67122221402636,10.864604551256747,8.044578694965374,8.734682232966675,22.122352982181017
U4_D9_Lunch,4,Lunch,13:30:00,39.29226026993817,36.25238618795529,7.186136065852622,6.378645646708114,25.833975110840797
U4_D9_Dinner,4,Dinner,19:30:00,43.32000941975316,13.409489323614695,23.63504627251855,6.046683358416518,15.913894074348654
U4_D9_Snack,4,Snack,10:00:00,68.84412527127247,39.18189817355748,21.00082615147948,14.448118281212935,6.60768322356993
U4_D10_Breakfast,4,Breakfast,03:00:00,,15.060580406055067,11.268360239763982,4.84615644701179,22.360440329930743
U4_D10_Lunch,4,Lunch,13:30:00,33.872006594348306,19.963296886470477,17.68298001142714,3.977815740097159,16.384924715086264
U4_D10_Dinner,4,Dinner,19:30:00,61.20769727985618,33.40289133249331,13.525020575934247,9.976158718065626,21.54188590886522
U4_D10_Snack,4,Snack,21:30:00,74.71766991202747,22.267685709075696,19.27718513464792,11.207548418291784,12.151180490579822
U4_D11_Breakfast,4,Breakfast,03:00:00,29.939115956851168,18.302448038436047,6.3799679470756,7.853503748493122,13.618452317760758
U4_D11_Lunch,4,Lunch,13:30:00,37.86393463326373,28.589874754414762,16.66208776016401,5.992143632765807,28.280125700132476
U4_D11_Dinner,4,Dinner,19:00:00,65.85535603448184,11.663694974262539,24.782373061040335,11.164661174512968,12.687569577838
U4_D11_Snack,4,Snack,16:00:00,52.39573460907647,25.91872421555881,17.813480919986674,3.6962442120070413,16.20772517504967
U4_D12_Breakfast,4,Breakfast,07:30:00,30.945058647017547,29.12775253674947,7.50968656567408,7.204825666968638,13.253711253616988
U4_D12_Lunch,4,Lunch,13:30:00,96.29055410018098,32.749306333967965,14.459725038525056,12.63334072112269,8.508099375909566
U4_D12_Dinner,4,Dinner,19:00:00,46.36698089509352,35.88181461259923,13.254680753919741,6.521602675425027,10.617261992320739
U4_D12_Snack,4,Snack,10:00:00,,,10.884483393195435,6.098532432019004,5.578893809041722
U4_D13_Breakfast,4,Breakfast,08:30:00,20.87990422868654,35.98898667080827,7.954717083390339,13.88418424790825,6.0653364526067355
U4_D13_Lunch,4,Lunch,13:30:00,88.97953994789947,39.71035450353181,8.572625535269998,8.139665802549107,24.701289871370005
U4_D13_Dinner,4,Dinner,20:30:00,53.23314144432781,15.100238632829235,14.44486451849626,4.526262629228132,14.904897854702908
U4_D13_Snack,4,Snack,18:00:00,26.191901550851505,12.747002931577358,11.289558886584699,5.7220210569765335,12.03767280749247
U4_D14_Breakfast,4,Breakfast,07:30:00,38.92116130337029,10.432286058638562,12.012407040059056,3.0504003479674933,20.930788671179783
U4_D14_Lunch,4,Lunch,17:00:00,60.78380358316082,34.231878638388466,7.085440680445054,12.721999379515845,17.164953227860735
U4_D14_Dinner,4,Dinner,19:00:00,27.098836444286995,12.61533356930715,16.756962142508762,14.817945311408687,25.957212962327656
U4_D14_Snack,4,Snack,22:45:00,97.83655344388777,14.936480132241964,7.2253842307657745,5.114721334055508,27.646038031506528
U4_D15_Breakfast,4,Breakfast,03:00:00,82.68010093271884,11.776665899615379,14.17443354010393,7.3627174536544535,
U4_D15_Lunch,4,Lunch,13:00:00,90.09232190045857,17.298180810560496,21.78031843585375,4.87522512071686,12.366431325587104
U4_D15_Dinner,4,Dinner,19:30:00,33.90745773504625,39.4263473919747,14.39889602539504,10.279445297931318,27.22534014252767
U4_D15_Snack,4,Snack,16:00:00,24.950138195203255,17.140085065900745,5.321825774991509,13.73277245708907,9.266387882871967
U4_D16_Breakfast,4,Breakfast,09:00:00,83.25377695247938,15.509384505915829,23.141713186513012,5.269980249719836,18.962153387926833
U4_D16_Lunch,4,Lunch,17:00:00,46.30065475390204,10.356774528219765,11.229664168053615,10.78726315074973,
U4_D16_Dinner,4,Dinner,19:00:00,39.187781151159875,36.25387426064859,18.5549981168527,12.215866198139043,19.584356432835634
U4_D16_Snack,4,Snack,21:30:00,71.35273324988513,31.99958103808042,21.216847587481308,7.842819809887974,28.618313455875604
U4_D17_Breakfast,4,Breakfast,07:30:00,40.10887218293468,26.656852067651077,11.322896292524076,3.050758732124587,12.286281919749818
U4_D17_Lunch,4,Lunch,12:30:00,27.728644902758433,33.40131577793041,8.469672061273602,8.409884873976363,5.21083106876964
U4_D17_Dinner,4,Dinner,20:00:00,,29.208571030698884,7.479645644166366,7.179658688343046,16.966524585063517
U4_D17_Snack,4,Snack,18:00:00,83.14339726330914,34.81086708934153,17.5729149961691,12.48693209950212,22.11592989458801
U4_D18_Breakfast,4,Breakfast,07:30:00,85.14139457048941,25.726260903366665,8.254377712229871,6.496111823002678,27.78345539468102
U4_D18_Lunch,4,Lunch,12:30:00,55.35164955688373,11.750896439267787,23.545479111806205,14.971331390062142,23.425503972082087
U4_D18_Dinner,4,Dinner,20:00:00,32.360167378194376,25.53746711553379,9.471634970312515,10.01418134238297,11.675850048878555
U4_D18_Snack,4,Snack,10:00:00,50.20757657350156,14.71241413690063,7.374173383286397,7.6211967270112,13.595078783771083
U4_D19_Breakfast,4,Breakfast,03:00:00,73.09927052050853,27.73499511168207,18.707315283753324,6.121981615167254,9.065898264324172
U4_D19_Lunch,4,Lunch,13:30:00,73.57397659650192,13.11095097012607,10.367254987498818,9.748555113040789,6.739141174171083
U4_D19_Dinner,4,Dinner,20:30:00,76.19442630495986,38.48550912944118,18.458112690167326,3.9690709781775926,17.3858000214211
U4_D19_Snack,4,Snack,18:00:00,60.91672245485999,33.84895533198201,21.599349135499295,5.465776055690572,
U4_D20_Breakfast,4,Breakfast,08:30:00,45.318530019582155,31.430299681262333,6.37690399093036,8.323829736738666,19.84786277375591
U4_D20_Lunch,4,Lunch,17:00:00,94.20767176180252,19.699173744361488,9.950224422365128,4.062706186391177,15.167998995503192
U4_D20_Dinner,4,Dinner,20:00:00,48.380701388223386,39.31892058375254,21.61960494774869,4.700326563972569,21.82547085086731
U4_D20_Snack,4,Snack,10:00:00,98.57134458688216,28.72312992743174,21.466362199540406,6.085978261305609,7.84994350740363
U4_D21_Breakfast,4,Breakfast,03:00:00,96.62090291942201,16.355253960754663,9.28948357824824,9.283598953953843,19.34712563078505
U4_D21_Lunch,4,Lunch,12:30:00,33.85073246004262,16.00456707161784,14.973102295842697,6.456307241933349,24.221706845407063
U4_D21_Dinner,4,Dinner,19:00:00,66.52840831827689,17.056205367003194,15.832572173784198,8.370405883141006,25.656317603193838
U4_D21_Snack,4,Snack,18:00:00,58.954161302533414,27.23615862243611,19.979780299984675,6.555500329843621,11.431049963483005
U4_D22_Breakfast,4,Breakfast,09:00:00,58.19270146843549,,6.151448314404561,3.4938526068253655,9.87384406921126
U4_D22_Lunch,4,Lunch,13:30:00,29.52450801978219,11.01544490024005,22.8907046819617,6.740091484711758,22.553570560385936
U4_D22_Dinner,4,Dinner,20:00:00,56.58575628001639,18.686144876703608,14.07135770880129,9.199303462947674,19.450363195908395
U4_D22_Snack,4,Snack,10:00:00,35.88558446503021,26.371022308634302,20.32814681679387,8.744290037268048,6.769161480453107
U4_D23_Breakfast,4,Breakfast,03:00:00,24.768890720810298,21.584832603046912,14.733224739078505,14.506891218777879,10.979975612294666
U4_D23_Lunch,4,Lunch,13:30:00,50.74676125965121,14.78012804846966,12.66909581469978,10.584086786174172,18.167872079269742
U4_D23_Dinner,4,Dinner,23:30:00,93.73485157722101,21.959082705097575,11.427335350821952,3.4134370043650772,19.204300180831645
U4_D23_Snack,4,Snack,21:30:00,72.49675570705165,38.548376904454045,24.947345471336256,14.16307798359294,24.989781803948965
U4_D24_Breakfast,4,Breakfast,03:00:00,94.77771576580037,35.1045948606355,24.726879709338863,,
U4_D24_Lunch,4,Lunch,12:30:00,78.3588107035697,38.425259404452426,14.49636578687026,4.7412206267186825,29.05993063504341
U4_D24_Dinner,4,Dinner,20:30:00,29.37562837666892,39.26333962306127,20.523219838256203,3.8540808432926075,25.20052900830133
U4_D24_Snack,4,Snack,22:45:00,,18.459760317575935,24.152604000762818,6.5718111047240395,7.39373811725416
U4_D25_Breakfast,4,Breakfast,03:00:00,55.542225056659774,39.13159632628351,13.692004814832924,11.088379847353476,15.907743038025922
U4_D25_Lunch,4,Lunch,13:00:00,23.39634822909418,37.1973212268133,13.926855147970397,7.179422562939813,14.242332169597066
U4_D25_Dinner,4,Dinner,19:30:00,25.69799052054579,14.05305622313492,11.992818055524646,3.1569703287488293,28.468017719847783
U4_D25_Snack,4,Snack,21:30:00,,15.481584658844653,20.403766607905734,13.358683246243189,18.620598345782085
U4_D26_Breakfast,4,Breakfast,08:00:00,60.22374122768541,14.873500215549084,10.415135815148046,10.208559273342676,27.744312247523986
U4_D26_Lunch,4,Lunch,13:30:00,39.93654848370876,,17.797092612352202,8.324501404218001,19.87642096193525
U4_D26_Dinner,4,Dinner,20:00:00,55.961956633969095,34.41331104166374,17.506079553899653,14.033390423952847,11.998007738039998
U4_D26_Snack,4,Snack,21:30:00,84.07726402745612,17.39233261011675,5.284271823366014,6.10662182804935,23.897551993188888
U4_D27_Breakfast,4,Breakfast,09:00:00,31.543911776360105,13.939006139348226,17.2173049881961,5.334568989132281,17.892251940749837
U4_D27_Lunch,4,Lunch,13:30:00,43.5147111178692,11.95383555202753,9.6413567430088,3.6240845276982707,23.085649598316728
U4_D27_Dinner,4,Dinner,23:30:00,46.155161889034666,20.614321429505857,14.425927241454966,4.784343204912608,28.14378781614671
U4_D27_Snack,4,Snack,18:00:00,99.58898181378518,12.387029151852525,19.751905167140002,4.051529837569918,25.892279174892195
U4_D28_Breakfast,4,Breakfast,07:30:00,96.34913232999529,28.901464384130144,11.53473624264144,,9.663790644731186
U4_D28_Lunch,4,Lunch,17:00:00,96.09663587815162,33.77512967856437,5.440585785875099,,14.33370565477037
U4_D28_Dinner,4,Dinner,23:30:00,30.52883005502415,25.695897177088575,9.4460982669257,7.046417254906759,29.386922410755293
U4_D28_Snack,4,Snack,16:00:00,78.75080697054429,25.83986203418671,8.59412759109367,8.229718674448584,10.636111539771571
U4_D29_Breakfast,4,Breakfast,03:00:00,71.05875402608729,31.48766026122239,20.936247003892458,5.985785171611701,9.85124305008297
U4_D29_Lunch,4,Lunch,13:30:00,38.95992467636582,23.06693565740608,20.139346802205516,6.424831433355823,27.39676830174575
U4_D29_Dinner,4,Dinner,20:00:00,57.839523971484084,19.87681785564918,5.5249455674640675,,14.968938668268807
U4_D29_Snack,4,Snack,10:00:00,56.61018054322593,21.61038174283623,9.772043447947958,11.561516178847713,15.182562897603164
U5_D0_Lunch,5,Lunch,13:30:00,,35.506093166756656,9.3954147714139,14.174775712045031,8.260020378661324
U5_D0_Snack,5,Snack,18:00:00,78.3832704113806,12.19518166866676,15.402842201253247,13.494803356888635,23.49236087793497
U5_D1_Lunch,5,Lunch,12:30:00,83.36000241645442,18.311331533182916,24.172765331432103,4.501195060194155,28.45643029867461
U5_D1_Snack,5,Snack,16:00:00,45.00568169073781,26.289269698758577,19.601404067870142,3.1853247366539454,16.79582037779422
U5_D2_Lunch,5,Lunch,13:00:00,97.08522777298522,29.55876352732751,14.362807985274044,6.530887513492695,17.298931915080004
U5_D2_Snack,5,Snack,10:00:00,41.17405910252408,33.73796542912562,17.658325007732167,6.479256510495713,27.07363594518593
U5_D3_Lunch,5,Lunch,13:30:00,52.53114502202499,27.170719364266734,6.826048105116039,7.836211188652403,25.163472375782288
U5_D3_Snack,5,Snack,22:45:00,36.22978382493521,35.73154935726686,19.62502714629025,8.523577438257698,21.0326279948323
U5_D4_Lunch,5,Lunch,13:30:00,45.52695938208204,31.965224545516488,18.283066677608524,5.355801070566116,21.888949050288073
U5_D4_Snack,5,Snack,22:45:00,25.306924480840223,34.81262997830973,12.19034802186641,5.473915412841916,15.174174706999281
U5_D5_Lunch,5,Lunch,13:30:00,57.07991137206976,19.218972362545742,12.499045569475303,,24.506485173515433
U5_D5_Snack,5,Snack,10:00:00,76.63845304524185,27.16187384119383,9.195838666386209,7.163817282303615,9.160602741110711
U5_D6_Lunch,5,Lunch,14:00:00,83.14901174760524,33.41923378802028,5.366191912446521,13.680204900564988,13.568549187028518
U5_D6_Snack,5,Snack,10:00:00,66.28852843153082,23.95437131641828,5.272736846175519,7.669498140699422,26.509728366687785
U5_D7_Lunch,5,Lunch,13:00:00,63.39943298529217,38.538590507720215,13.951118876180534,10.489475676203083,13.824199040357644
U5_D7_Snack,5,Snack,16:00:00,87.19788832305898,32.919773355927504,24.57943921253525,4.958631888689269,19.774318950141634
U5_D8_Lunch,5,Lunch,12:30:00,60.38093134714532,39.19867924597271,9.285215158451667,8.121180598583262,11.222065343930758
U5_D8_Snack,5,Snack,22:45:00,80.75019026468594,18.18326357522679,7.536633052771135,14.42956521994949,9.266907153348379
U5_D9_Lunch,5,Lunch,12:30:00,84.8686064966021,12.346426377569253,11.678439257422141,10.422184601136205,27.626129043363306
U5_D9_Snack,5,Snack,18:00:00,66.85997584401694,23.2851407421008,8.177019077108106,9.44542273808282,16.39718475087394
U5_D10_Lunch,5,Lunch,12:30:00,55.88081557044073,22.89773235085263,14.890275206481089,14.983316661067866,13.8510587383322
U5_D10_Snack,5,Snack,18:00:00,,11.472065194636563,22.198635224401368,13.350826703419113,22.22414580224149
U5_D11_Lunch,5,Lunch,13:30:00,48.08314673108014,32.30304929340862,6.139877787513948,6.186934751269881,
U5_D11_Snack,5,Snack,22:45:00,84.5258387280119,22.55083939309926,14.860888217456427,12.408884057380902,19.6981610869356
U5_D12_Lunch,5,Lunch,14:00:00,21.891157760945177,19.58718734955807,10.215624793384633,,7.648141243765082
U5_D12_Snack,5,Snack,22:45:00,,14.691805570089468,11.090671722404226,8.677269790647191,21.840331434234084
U5_D13_Lunch,5,Lunch,17:00:00,20.56357942112949,12.51686129490066,7.69550628059924,5.295620143191622,22.85162690430403
U5_D13_Snack,5,Snack,21:30:00,48.52922134200939,25.378448216860086,11.098716777168613,10.16853020765094,12.884934893799128
U5_D14_Lunch,5,Lunch,12:30:00,40.26769112830391,27.31928366243642,17.011742987783173,14.166926677093874,5.571428856321182
U5_D14_Snack,5,Snack,16:00:00,,30.6452205692485,15.484616097075799,10.501071975239194,22.12499995854889
U5_D15_Lunch,5,Lunch,13:00:00,89.41892817476413,15.855403240404115,12.349551152335314,5.600985245449063,6.343569267143307
U5_D15_Snack,5,Snack,10:00:00,22.557060860822197,34.02683190633109,17.10733796359559,7.437300581886394,27.180120869136765
U5_D16_Lunch,5,Lunch,14:00:00,75.31864475560201,18.34607108165192,21.99686238613066,5.78898536217943,
U5_D16_Snack,5,Snack,10:00:00,95.42930973412527,20.38102192108886,13.419406357426682,12.59984852539102,11.616129522393438
U5_D17_Lunch,5,Lunch,14:00:00,79.00412151879738,33.26543193328903,5.767451737951587,11.172002291893953,10.339399647795107
U5_D17_Snack,5,Snack,21:30:00,,27.79604437977164,10.016959098128364,7.731931592965054,19.706849100492217
U5_D18_Lunch,5,Lunch,14:00:00,34.01790980231664,36.24240125237007,8.478816833981826,6.447490864056602,20.43869179114275
U5_D18_Snack,5,Snack,18:00:00,68.10810924938228,20.270627700980555,11.615760943628906,10.669831699320593,
U5_D19_Lunch,5,Lunch,14:00:00,51.91467134826195,26.589667367892424,16.367021380461434,3.4201183478912127,29.835841457517194
U5_D19_Snack,5,Snack,21:30:00,50.24931569585347,30.04465062153566,18.252997539942285,14.643195795911215,20.000289165235408
U5_D20_Lunch,5,Lunch,12:30:00,71.75168743411933,11.196142991220519,24.408892104529023,12.955771764957678,10.74889762826906
U5_D20_Snack,5,Snack,16:00:00,24.242919513923926,27.07422058033467,5.17666157688716,9.985477762532891,
U5_D21_Lunch,5,Lunch,13:30:00,33.18402807507735,15.772462482317113,6.778752013279583,11.151692156196052,
U5_D21_Snack,5,Snack,16:00:00,39.65258294966947,37.8143937802041,15.987681520358896,8.97475768072922,15.669682793786734
U5_D22_Lunch,5,Lunch,17:00:00,23.092123283163815,,21.103320655975537,3.7271920928163027,10.626790661799937
U5_D22_Snack,5,Snack,10:00:00,75.98546773754762,25.194372477323814,6.953640633835462,,23.84992473714909
U5_D23_Lunch,5,Lunch,13:00:00,21.487445404622036,11.779691298397207,13.65931055473884,10.205519353602966,6.736364264772769
U5_D23_Snack,5,Snack,16:00:00,24.459514415918512,36.12774153117623,13.609679575777447,4.533010258710393,
U5_D24_Lunch,5,Lunch,14:00:00,80.2994274837043,16.63234882263225,8.06683767020552,4.183995173180165,15.56825988054729
U5_D24_Snack,5,Snack,21:30:00,73.02789996352283,29.299497529225984,16.114056114592945,11.568823505334583,15.818612100970249
U5_D25_Lunch,5,Lunch,14:00:00,65.73510984508403,21.963371107879222,16.396724723279725,4.348801741022612,15.064305156084599
U5_D25_Snack,5,Snack,21:30:00,68.87845553395124,39.82034745368083,12.034249059138828,6.532048474729665,
U5_D26_Lunch,5,Lunch,13:30:00,49.382759023501315,,7.844434129580544,14.743318949882193,10.587753345621637
U5_D26_Snack,5,Snack,21:30:00,99.26408991628035,14.587507136377589,17.965139198187288,8.571710335117421,
U5_D27_Lunch,5,Lunch,12:30:00,72.14677108090194,14.935309174774119,23.68467303520022,4.174405649953686,8.839468207952477
U5_D27_Snack,5,Snack,22:45:00,37.974232797689524,13.225224800541131,8.46975381253939,14.647328178921624,19.44231528960821
U5_D28_Lunch,5,Lunch,12:30:00,66.26140087212038,22.832852006229434,10.073354927163624,3.0988300022572943,5.08582415724124
U5_D28_Snack,5,Snack,21:30:00,81.41345402769326,32.336436423579215,9.96174809097559,9.032733103371678,24.61056771793866
U5_D29_Lunch,5,Lunch,17:00:00,33.273672422003564,33.703360562575085,17.445474594833428,13.78854059849503,8.787146808874498
U5_D29_Snack,5,Snack,16:00:00,90.63647891181921,13.249325163456666,19.041846352405727,11.857627673145638,29.591536800296453
U6_D0_Lunch,6,Lunch,12:30:00,27.657842414583236,18.554538213575412,23.74169265927609,3.807256375631373,6.15007860500925
U6_D0_Snack,6,Snack,18:00:00,36.5830403870756,16.86515569562941,7.428178582314027,12.531706377011076,11.913211316552465
U6_D1_Lunch,6,Lunch,13:00:00,28.363269669330133,28.784252919834096,21.720887420193606,10.526194067522876,10.021744459437077
U6_D1_Snack,6,Snack,22:45:00,74.41049873910154,10.317579203667869,11.056771614118135,4.41548541319715,13.558724058342271
U6_D2_Lunch,6,Lunch,12:30:00,87.68436059621499,25.749424854067843,20.88314490332823,4.786891217686133,28.325570433262104
U6_D2_Snack,6,Snack,10:00:00,56.00033388181469,34.348761405702035,17.142490552733314,6.1482129549069064,23.922560361192797
U6_D3_Lunch,6,Lunch,12:30:00,26.20524189607903,22.367463093611704,20.958805063798398,9.390661735997003,13.916036141586146
U6_D3_Snack,6,Snack,21:30:00,81.58672338808375,33.904216538233314,9.03642093315813,6.822055505206645,8.361257594059254
U6_D4_Lunch,6,Lunch,17:00:00,58.64628215583504,18.06288225847073,8.283079505840208,5.375256213127528,22.19760508493865
U6_D4_Snack,6,Snack,10:00:00,76.53849885248528,31.547756123665426,23.143318620703553,12.83166880170772,22.200746517936718
U6_D5_Lunch,6,Lunch,13:30:00,37.8045932507501,30.636452181725208,5.601141091968007,13.63722851259624,12.75903224991852
U6_D5_Snack,6,Snack,16:00:00,51.417565278026,25.636800381922384,18.349029006080634,10.575324638277845,25.12049302638942
U6_D6_Lunch,6,Lunch,17:00:00,92.76529432830016,29.87988803590952,17.12360701593712,8.952852420124355,21.616049361580572
U6_D6_Snack,6,Snack,22:45:00,35.78182146745374,16.556209155350345,17.553148509104997,13.86538588779061,28.759576769471103
U6_D7_Lunch,6,Lunch,13:30:00,60.399013872612414,36.640398724416556,9.817767744734757,4.152746353542658,28.845430107493566
U6_D7_Snack,6,Snack,22:45:00,90.78354168417741,19.933068618644633,24.840484055368282,5.914124220698488,5.913352824142488
U6_D8_Lunch,6,Lunch,17:00:00,36.44696376053143,29.0405696463395,7.206904279781248,7.006653616847251,15.73421970427689
U6_D8_Snack,6,Snack,22:45:00,,16.844821749592597,18.5717655448154,14.95023234075784,20.1019301737935
U6_D9_Lunch,6,Lunch,13:30:00,47.84901956125141,37.700729105269104,5.6452340192477575,13.1947265318394,
U6_D9_Snack,6,Snack,18:00:00,35.690552397352036,25.17641490579209,13.217479211940905,10.065528875806805,20.89031172394359
U6_D10_Lunch,6,Lunch,12:30:00,83.80294142428643,20.969179141514815,12.466443542808703,7.851730886256066,16.11408758099722
U6_D10_Snack,6,Snack,16:00:00,48.74444780196165,33.89637529311789,14.704896588492549,8.654998843406027,13.923980665305148
U6_D11_Lunch,6,Lunch,17:00:00,31.028033426158295,12.78217335099692,5.248722474445058,4.452021750075229,16.831248513906626
U6_D11_Snack,6,Snack,21:30:00,40.42206215535843,10.557548289813916,18.95148011204285,7.340733954441038,20.390465938705614
U6_D12_Lunch,6,Lunch,14:00:00,62.83676395423339,14.437220864667703,22.565685096448508,6.4164730309951885,9.027180805707406
U6_D12_Snack,6,Snack,10:00:00,78.5281929986428,18.766450973252528,17.715160844022254,13.154804283056743,15.839034889095725
U6_D13_Lunch,6,Lunch,14:00:00,79.21097832370265,14.72862667423033,16.395806389199862,6.611699622318101,20.17662473359307
U6_D13_Snack,6,Snack,21:30:00,80.16392240138073,24.11350688056487,11.01235809546309,4.311320092638492,19.02212524622247
U6_D14_Lunch,6,Lunch,17:00:00,71.24843794774554,39.057207521000336,5.802653150531951,9.589624925726081,26.90055167175091
U6_D14_Snack,6,Snack,16:00:00,24.253076553180158,25.143025951034243,15.403787201660563,14.76398404856534,26.934658670237965
U6_D15_Lunch,6,Lunch,13:00:00,38.10958342477094,26.92251392033196,23.50179127040756,3.9654293853451854,
U6_D15_Snack,6,Snack,10:00:00,98.10337073042085,12.514504987587575,12.796346623007278,13.28796100038108,25.925998911654116
U6_D16_Lunch,6,Lunch,13:30:00,75.69271607432883,26.656338978908583,15.904766069174539,11.228884135561998,26.252989901285225
U6_D16_Snack,6,Snack,10:00:00,81.81947939154223,11.599548666269047,13.918685690021606,12.110816520550042,24.2859967316982
U6_D17_Lunch,6,Lunch,12:30:00,58.50235424439639,37.56059813611565,11.65024282810365,12.835194320754699,7.147840689658881
U6_D17_Snack,6,Snack,18:00:00,32.759538495334446,33.05866164711503,15.325932731007883,7.559264357975277,12.20041848237472
U6_D18_Lunch,6,Lunch,17:00:00,97.93159799636057,39.31584917956761,9.249906381249044,8.60489087042204,18.527988516913872
U6_D18_Snack,6,Snack,10:00:00,83.23689640252897,34.34009007905243,15.844166847835906,5.9995481762464875,18.522673596486484
U6_D19_Lunch,6,Lunch,17:00:00,72.22541420112886,,23.106912759173834,8.92826146188256,21.281548835955743
U6_D19_Snack,6,Snack,16:00:00,29.984300027184396,39.267224062909264,16.042242666391502,11.948380694347778,22.691894176008567
U6_D20_Lunch,6,Lunch,14:00:00,87.75098261099708,29.590139744292085,9.132998085631263,14.688423816314828,5.104014016133272
U6_D20_Snack,6,Snack,10:00:00,85.04658825100111,18.99981171704609,12.436434131784761,14.006284371579024,24.88510273879973
U6_D21_Lunch,6,Lunch,12:30:00,77.56445293328242,24.770980692383667,20.217601551450404,14.574537595690462,14.295037005895113
U6_D21_Snack,6,Snack,16:00:00,24.16059246421132,23.48641986181651,15.203816337101973,10.371015566387175,19.392180621451168
U6_D22_Lunch,6,Lunch,13:30:00,29.602286996962377,,22.401372309929204,8.289113396275312,5.615060605118423
U6_D22_Snack,6,Snack,16:00:00,48.71308070684877,18.018197271968518,20.258432194813306,9.67490518783633,15.103694956466553
U6_D23_Lunch,6,Lunch,14:00:00,57.861038988151996,26.332348663175924,19.271249509482367,12.005125138395378,22.357100663222326
U6_D23_Snack,6,Snack,22:45:00,63.08662517250971,20.27919673501779,11.333907903318943,11.98577915569025,21.734946876184477
U6_D24_Lunch,6,Lunch,12:30:00,90.50143381770037,30.818048558143605,6.494544192248219,14.479270988933287,5.376948056146237
U6_D24_Snack,6,Snack,18:00:00,91.72646076050552,18.36331180259579,18.895638828524454,14.395338929423257,22.08605382043312
U6_D25_Lunch,6,Lunch,17:00:00,94.12300487518466,36.92383181865546,21.84570229012288,12.45196600130066,10.617195476542905
U6_D25_Snack,6,Snack,18:00:00,40.95053276894908,15.318005191947,19.68967173244827,14.634012860294083,26.629772449013156
U6_D26_Lunch,6,Lunch,13:00:00,69.59738705981061,26.16874977681449,21.354563206383364,8.58056014558148,9.912583132273944
U6_D26_Snack,6,Snack,22:45:00,82.44280867987243,24.69446146240948,24.47175522279163,4.745348976143935,24.580974836521577
U6_D27_Lunch,6,Lunch,12:30:00,76.38990957579202,12.357375853227879,18.472148633989036,8.369301955787204,24.393241449642517
U6_D27_Snack,6,Snack,16:00:00,39.93161983940868,24.688618984315447,7.5128799338662455,11.594945320635055,15.391482687011672
U6_D28_Lunch,6,Lunch,13:30:00,68.45511268813647,11.550677167460924,10.339091633240841,13.064535573627152,24.82508592489841
U6_D28_Snack,6,Snack,21:30:00,44.467430404244,39.00201920715375,6.514098615627053,12.518278948732213,11.594371943230968
U6_D29_Lunch,6,Lunch,17:00:00,41.16895385493745,,20.167882365458862,6.5633373866745774,10.231720911775593
U6_D29_Snack,6,Snack,16:00:00,38.44003663310378,35.88401083925355,15.593960801098286,9.893287438196493,15.114829936594866
U7_D0_Breakfast,7,Breakfast,07:30:00,81.9979329122839,32.361657186552776,12.106751643235025,13.106443513865582,28.266321277234336
U7_D0_Lunch,7,Lunch,13:00:00,89.91629002940888,25.918460556463298,9.24813657297278,13.65657545545454,11.318060655951367
U7_D0_Dinner,7,Dinner,19:30:00,25.070936892626456,31.02488722763555,20.421436963965967,14.6907555318009,13.07388512474622
U7_D0_Snack,7,Snack,22:45:00,53.12735463552882,13.437535145323693,13.323161180276642,9.83264418196894,16.21125920467655
U7_D1_Breakfast,7,Breakfast,07:30:00,57.52565821736229,34.83738783132972,13.329766968408283,7.775735655789184,10.101330655606095
U7_D1_Lunch,7,Lunch,12:30:00,23.50074506842743,23.005337610825684,23.71246600100172,3.7025057031874162,8.380215250111874
U7_D1_Dinner,7,Dinner,23:30:00,52.07785055373485,18.962949928949683,17.769088324967818,5.756452288724466,19.522548619627834
U7_D1_Snack,7,Snack,18:00:00,84.39848135016628,22.853048911727225,14.614421914127822,8.414927019036362,9.301056597696926
U7_D2_Breakfast,7,Breakfast,08:00:00,50.23342759986943,37.05118749910956,23.608428065737776,8.150405611995216,19.858947398653758
